id_pedido,id_entrega,fecha_pedido,dia_semana_pedido,fecha_entrega,dia_semana_entrega,id_cliente,tipo_cliente,nombre_cliente,id_producto,producto,formato_envase,cantidad,precio_unitario,descuento,precio_total,promocion,metodo_pago,ruta,id_conductor,estado_entrega,provincia_envio,distrito_envio,coordenadas_envio,humedad_percent,viento_kmh,precipitacion_mm,gasto_publicidad,inflacion_mensual,media_movil_7d,media_movil_30d
PED019054,ENT-00019054,2024-10-21,Lunes,2024-10-23,Miércoles,PN_834005,Persona Natural,Gala Gras Ponce,P004,Fanta 500ml,vidrio,2,2.09,0.25,3.14,combo familiar,Plin,Ruta_06,CON006,entregado,Daniel Alcides Carrión,Tapuc,"(-10.508817, -76.087776)",78.4,17.4,0.2,3093.43,0.302,131.91,123.45
PED019055,ENT-00019055,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_860813,Bodega,Bodega San Martín Chaupimarca,P004,Fanta 500ml,vidrio,50,2.25,0.0,220.56,regalo,Plin,Ruta_17,CON007,entregado,Pasco,Chaupimarca,"(-10.637226, -76.302241)",78.9,13.4,0.7,2381.4,0.25,128.42,129.94
PED019056,ENT-00019056,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_860813,Bodega,Bodega San Martín Chaupimarca,P010,Fanta 2L,PET,50,7.53,0.0,376.32,descuento temporada,efectivo,Ruta_17,CON007,entregado,Pasco,Chaupimarca,"(-10.632517, -76.290232)",84.1,15.3,3.9,4702.634199999999,0.32,139.66,135.13
PED019057,ENT-00019057,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_371699,Bodega,Bodega La Economía Yanacancha 1,P002,Inca Kola 500ml,vidrio,50,2.86,0.15,121.43,envío gratis,tarjeta débito,Ruta_16,CON006,retrasado,Pasco,Yanacancha,"(-10.62696, -76.329771)",77.2,3.7,0.4,3697.57,0.368,99.66,120.55
PED019058,ENT-00019058,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_371699,Bodega,Bodega La Economía Yanacancha 1,P006,Coca-Cola 2L,PET,37,9.86,0.0,364.79,ninguna,Plin,Ruta_16,CON006,entregado,Pasco,Yanacancha,"(-10.623101, -76.326576)",70.4,16.8,10.5,2035.88,0.349,116.59,111.69
PED019059,ENT-00019059,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_371699,Bodega,Bodega La Economía Yanacancha 1,P001,Coca-Cola 500ml,PET,25,2.86,0.2,57.29,sin_promocion,efectivo,Ruta_16,CON006,entregado,Pasco,Yanacancha,"(-10.623372, -76.330775)",72.8,0.4,0.6,2685.09,0.356,111.43,144.94
PED019060,ENT-00019060,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_371699,Bodega,Bodega La Economía Yanacancha 1,P005,Agua San Luis 500ml,PET,12,1.64,0.0,19.63,descuento por volumen,Plin,Ruta_16,CON006,entregado,Pasco,Yanacancha,"(-10.632822, -76.330526)",39.9,0.4,0.7,2122.18,0.261,86.14,119.18
PED019061,ENT-00019061,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_537780,Bar,Bar La Casona Pallanchacra,P007,Inca Kola 2L,PET,75,11.34,0.0,850.44,regalo,transferencia,Ruta_11,CON001,entregado,Pasco,Pallanchacra,"(-10.613693, -76.298914)",65.2,7.0,2.1,2552.14,0.29,113.75,123.95
PED019062,ENT-00019062,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_537780,Bar,Bar La Casona Pallanchacra,P004,Fanta 500ml,vidrio,0,2.22,0.0,0.0,2x1,contraentrega,Ruta_11,CON001,entregado,Pasco,Pallanchacra,"(-10.610012, -76.293149)",80.6,14.4,1.7,2559.21,0.397,141.49,144.27
PED019063,ENT-00019063,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_537780,Bar,Bar La Casona Pallanchacra,P008,Agua San Luis 1L,PET,75,2.92,0.0,218.82,descuento por volumen,tarjeta débito,Ruta_11,CON001,entregado,Pasco,Pallanchacra,"(-10.632947, -76.282864)",50.0,11.2,6.4,2086.02,0.472,184.98,107.04
PED019064,ENT-00019064,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_750397,Bodega,Bodega La Esperanza Yanahuanca,P005,Agua San Luis 500ml,PET,50,1.95,0.1,87.66,2x1,transferencia,Ruta_27,CON007,entregado,Daniel Alcides Carrión,Yanahuanca,"(-10.481287, -76.383208)",50.7,20.2,0.2,2090.05,0.357,166.49,104.2
PED019065,ENT-00019065,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_750397,Bodega,Bodega La Esperanza Yanahuanca,P007,Inca Kola 2L,PET,25,10.63,0.0,265.74,regalo,transferencia,Ruta_27,CON007,entregado,Daniel Alcides Carrión,Yanahuanca,"(-10.489962, -76.388741)",57.3,8.4,0.2,2415.4,0.271,79.39,123.86
PED019066,ENT-00019066,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_933703,Bodega,Bodega El Triunfo Pozuzo,P009,Sprite 500ml,vidrio,50,2.79,0.0,194.25,sin_promocion,tarjeta débito,Ruta_04,CON004,entregado,Oxapampa,Pozuzo,"(-10.239313, -75.874629)",68.4,7.7,1.1,2456.83,0.414,175.85,131.16
PED019067,ENT-00019067,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_933703,Bodega,Bodega El Triunfo Pozuzo,P005,Agua San Luis 500ml,PET,50,1.75,0.05,83.33,envío gratis,contraentrega,Ruta_04,CON004,entregado,Oxapampa,Pozuzo,"(-10.227083, -75.849701)",50.3,20.5,0.9,3446.29,0.44,139.96,147.07
PED019068,ENT-00019068,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_933703,Bodega,Bodega El Triunfo Pozuzo,P002,Inca Kola 500ml,vidrio,50,2.59,0.05,122.86,promo verano,contraentrega,Ruta_04,CON004,entregado,Oxapampa,Pozuzo,"(-10.233544, -75.871316)",61.3,17.4,3.7,5373.98,0.326,97.3,120.94
PED019069,ENT-00019069,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_845907,Bodega,Bodega Santa Rosa Yanacancha,P007,Inca Kola 2L,PET,12,8.97,0.0,107.67,descuento temporada,contraentrega,Ruta_16,CON006,retrasado,Pasco,Yanacancha,"(-10.634764, -76.324027)",84.6,9.5,11.5,2328.95,0.379,122.57,126.06
PED019070,ENT-00019070,2024-10-21,Lunes,2024-10-24,Jueves,PJ_353399,Restaurante,Restaurante Don Manuel Villa Rica,P004,Fanta 500ml,vidrio,25,2.13,0.0,53.14,envío gratis,tarjeta débito,Ruta_26,CON006,entregado,Oxapampa,Villa Rica,"(-10.199956, -75.897406)",38.8,3.2,2.5,1404.85,0.274,144.84,111.8
PED019071,ENT-00019071,2024-10-21,Lunes,2024-10-24,Jueves,PJ_551180,Supermercado,Vivanda Yanacancha,P008,Agua San Luis 1L,PET,302,2.32,0.1,631.12,sin_promocion,efectivo,Ruta_16,CON006,entregado,Pasco,Yanacancha,"(-10.63501, -76.337588)",92.4,6.1,0.7,3878.58,0.297,104.53,139.0
PED019072,ENT-00019072,2024-10-21,Lunes,2024-10-24,Jueves,PJ_551180,Supermercado,Vivanda Yanacancha,P009,Sprite 500ml,vidrio,151,2.16,0.0,326.2,descuento temporada,contraentrega,Ruta_16,CON006,entregado,Pasco,Yanacancha,"(-10.637433, -76.323483)",50.4,7.7,1.8,2223.18,0.27,133.52,143.9
PED019073,ENT-00019073,2024-10-21,Lunes,2024-10-24,Jueves,PJ_551180,Supermercado,Vivanda Yanacancha,P002,Inca Kola 500ml,vidrio,151,3.25,0.05,466.32,2x1,contraentrega,Ruta_16,CON006,entregado,Pasco,Yanacancha,"(-10.627611, -76.333603)",95.0,8.3,1.3,1474.22,0.317,146.03,146.9
PED019074,ENT-00019074,2024-10-21,Lunes,2024-10-24,Jueves,PJ_551180,Supermercado,Vivanda Yanacancha,P006,Coca-Cola 2L,PET,302,10.52,0.0,3178.33,sin_promocion,efectivo,Ruta_16,CON006,entregado,Pasco,Yanacancha,"(-10.623636, -76.329149)",44.8,4.7,5.7,2117.87,0.39,126.7,129.38
PED019075,ENT-00019075,2024-10-21,Lunes,2024-10-24,Jueves,PN_936374,Persona Natural,Dorotea Girón Alvarado,P002,Inca Kola 500ml,vidrio,2,3.08,0.0,6.16,regalo,tarjeta débito,Ruta_27,CON007,entregado,Daniel Alcides Carrión,Yanahuanca,"(-10.480929, -76.381518)",60.8,9.7,1.2,2185.26,0.122,97.13,100.7
PED019076,ENT-00019076,2024-10-21,Lunes,2024-10-24,Jueves,PN_936374,Persona Natural,Dorotea Girón Alvarado,P009,Sprite 500ml,vidrio,1,2.6,0.0,2.6,ninguna,Plin,Ruta_27,CON007,entregado,Daniel Alcides Carrión,Yanahuanca,"(-10.495404, -76.382077)",69.0,6.7,3.4,964.71,1.0,146.68,143.56
PED019077,ENT-00019077,2024-10-21,Lunes,2024-10-24,Jueves,PN_936374,Persona Natural,Dorotea Girón Alvarado,P003,Sprite 2L,PET,6,8.25,0.05,47.01,promo verano,efectivo,Ruta_27,CON007,entregado,Daniel Alcides Carrión,Yanahuanca,"(-10.489006, -76.3926)",40.3,21.1,0.6,2654.4,0.439,121.33,145.88
PED019078,ENT-00019078,2024-10-21,Lunes,2024-10-24,Jueves,PN_342639,Persona Natural,Albano Agapito Expósito Cañizares,P007,Inca Kola 2L,PET,1,10.3,0.05,9.79,combo familiar,Plin,Ruta_15,CON005,entregado,Pasco,Ninacaca,"(-10.62961, -76.244638)",78.7,0.0,1.2,2732.1,0.412,141.68,116.61
PED019079,ENT-00019079,2024-10-21,Lunes,2024-10-24,Jueves,PN_342639,Persona Natural,Albano Agapito Expósito Cañizares,P008,Agua San Luis 1L,PET,1,2.67,0.2,2.13,descuento temporada,Plin,Ruta_15,CON005,entregado,Pasco,Ninacaca,"(-10.619274, -76.238392)",86.4,18.2,0.5,1922.36,0.276,154.97,133.12
PED019080,ENT-00019080,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_280650,Restaurante,Restaurante Don Manuel Huachón,P006,Coca-Cola 2L,PET,25,10.32,0.05,245.01,envío gratis,Yape,Ruta_10,CON010,entregado,Pasco,Huachón,"(-10.73665, -76.314217)",59.9,15.1,1.0,1849.77,0.53,95.45,104.54
PED019081,ENT-00019081,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_280650,Restaurante,Restaurante Don Manuel Huachón,P010,Fanta 2L,PET,37,8.11,0.0,300.23,combo familiar,EFECTIVO,Ruta_10,CON010,entregado,Pasco,Huachón,"(-10.667648, -76.313348)",67.0,16.8,1.0,2989.26,0.32,152.53,127.76
PED019082,ENT-00019082,2024-10-21,Lunes,2024-10-23,Miércoles,PN_381951,Persona Natural,Soraya Flores Salvador,P008,Agua San Luis 1L,PET,2,2.56,0.05,4.87,2x1,Plin,Ruta_15,CON005,entregado,Pasco,Ninacaca,"(-10.637391, -76.246978)",76.3,8.7,0.2,2166.15,0.37,85.62,122.21
PED019083,ENT-00019083,2024-10-21,Lunes,2024-10-23,Miércoles,PN_381951,Persona Natural,Soraya Flores Salvador,P006,Coca-Cola 2L,PET,6,8.32,0.05,47.41,sin_promocion,tarjeta crédito,Ruta_15,CON005,entregado,Pasco,Ninacaca,"(-10.558193, -76.283995)",68.1,9.6,0.6,2958.51,0.412,142.61,122.9
PED019084,ENT-00019084,2024-10-21,Lunes,2024-10-24,Jueves,PJ_748096,Restaurante,Restaurante San Fernando Santa Ana de Tusi 1,P007,Inca Kola 2L,PET,25,8.79,0.05,208.85,sin_promocion,tarjeta crédito,Ruta_16,CON006,entregado,Daniel Alcides Carrión,Santa Ana de Tusi,"(-10.514493, -76.019718)",80.9,15.0,3.4,2616.96,0.358,159.01,134.6
PED019085,ENT-00019085,2024-10-21,Lunes,2024-10-24,Jueves,PJ_748096,Restaurante,Restaurante San Fernando Santa Ana de Tusi 1,P008,Agua San Luis 1L,PET,37,2.41,0.0,89.32,envío gratis,tarjeta débito,Ruta_16,CON006,retrasado,Daniel Alcides Carrión,Santa Ana de Tusi,"(-10.518043, -76.024095)",82.4,19.2,2.8,2506.01,0.301,114.09,105.81
PED019086,ENT-00019086,2024-10-21,Lunes,2024-10-24,Jueves,PJ_748096,Restaurante,Restaurante San Fernando Santa Ana de Tusi 1,P002,Inca Kola 500ml,vidrio,25,2.75,0.1,61.96,combo familiar,Yape,Ruta_16,CON006,entregado,Daniel Alcides Carrión,Santa Ana de Tusi,"(-10.525231, -76.026615)",56.4,14.2,2.7,2653.37,0.339,128.54,128.79
PED019087,ENT-00019087,2024-10-21,Lunes,2024-10-24,Jueves,PJ_669893,Bar,Bar El Rinconcito Santa Ana de Tusi,P010,Fanta 2L,PET,37,7.24,0.0,267.84,regalo,Plin,Ruta_16,CON006,entregado,Daniel Alcides Carrión,Santa Ana de Tusi,"(-10.521414, -76.03077)",52.8,8.4,1.2,1972.86,0.235,125.31,169.19
PED019088,ENT-00019088,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_255834,Restaurante,Restaurante El Dorado Oxapampa,P005,Agua San Luis 500ml,PET,50,1.89,0.0,94.47,2x1,efectivo,Ruta_18,CON008,entregado,Oxapampa,Oxapampa,"(-10.204472, -75.864606)",79.4,9.6,1.5,1681.76,0.315,86.0,132.12
PED019089,ENT-00019089,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_255834,Restaurante,Restaurante El Dorado Oxapampa,P009,Sprite 500ml,vidrio,50,2.46,0.15,104.37,combo familiar,contraentrega,Ruta_18,CON008,entregado,Oxapampa,Oxapampa,"(-10.208045, -75.858802)",53.6,11.6,1.7,2671.07,0.26,126.84,96.6
PED019090,ENT-00019090,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_255834,Restaurante,Restaurante El Dorado Oxapampa,P004,Fanta 500ml,vidrio,37,2.4,0.15,75.62,envío gratis,contraentrega,Ruta_18,CON008,entregado,Oxapampa,Oxapampa,"(-10.199678, -75.861887)",54.4,3.8,1.4,1734.82,0.389,116.25,137.12
PED019091,ENT-00019091,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_692156,Restaurante,Restaurante Don Manuel Pozuzo 1,P007,Inca Kola 2L,PET,75,10.92,0.0,819.36,2x1,Plin,Ruta_04,CON004,entregado,Oxapampa,Pozuzo,"(-10.218287, -75.875435)",64.2,10.3,2.9,2459.25,1.0,163.66,121.88
PED019092,ENT-00019092,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_692156,Restaurante,Restaurante Don Manuel Pozuzo 1,P010,Fanta 2L,PET,37,7.46,0.1,248.54,sin_promocion,tarjeta crédito,Ruta_04,CON004,entregado,Oxapampa,Pozuzo,"(-10.240819, -75.868031)",68.8,13.5,0.2,1489.2,0.234,121.62,103.96
PED019093,ENT-00019093,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_692156,Restaurante,Restaurante Don Manuel Pozuzo 1,P006,Coca-Cola 2L,PET,37,8.69,0.0,321.57,regalo,tarjeta débito,Ruta_04,CON004,entregado,Oxapampa,Pozuzo,"(-10.248324, -75.879102)",0.0,16.0,1.7,2774.85,0.372,127.76,140.91
PED019094,ENT-00019094,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_540980,Kiosko,Kiosko Mary Pallanchacra 1,P008,Agua San Luis 1L,PET,25,2.64,0.0,66.06,descuento por volumen,Plin,Ruta_11,CON001,entregado,Pasco,Pallanchacra,"(-10.645306, -76.301933)",66.3,10.9,9.5,2146.67,0.223,152.73,113.56
PED019095,ENT-00019095,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_540980,Kiosko,Kiosko Mary Pallanchacra 1,P003,Sprite 2L,PET,12,7.7,0.05,87.74,2x1,Plin,Ruta_11,CON001,entregado,Pasco,Pallanchacra,"(-10.643586, -76.289333)",67.7,7.3,3.2,3331.43,0.318,135.76,135.86
PED019096,ENT-00019096,2024-10-21,Lunes,2024-10-24,Jueves,PJ_636788,Supermercado,Plaza Vea Chaupimarca,P005,Agua San Luis 500ml,PET,100,1.73,0.0,173.01,sin_promocion,tarjeta débito,Ruta_17,CON007,entregado,Pasco,Chaupimarca,"(-10.634382, -76.299048)",71.7,14.3,2.2,2294.39,0.448,96.58,121.94
PED019097,ENT-00019097,2024-10-21,Lunes,2024-10-24,Jueves,PJ_537780,Bar,Bar La Casona Pallanchacra,P008,Agua San Luis 1L,PET,37,2.68,0.1,89.27,sin_promocion,tarjeta débito,Ruta_11,SIN_CONDUCTOR,entregado,Pasco,Pallanchacra,"(-10.63794, -76.26753)",94.0,20.0,1.7,3271.07,0.345,116.57,131.43
PED019098,ENT-00019098,2024-10-21,Lunes,2024-10-24,Jueves,PJ_537780,Bar,Bar La Casona Pallanchacra,P007,Inca Kola 2L,PET,37,9.01,0.1,299.92,sin_promocion,contraentrega,Ruta_11,CON001,entregado,Pasco,Pallanchacra,"(-10.60857, -76.279044)",57.7,4.7,2.7,2605.23,0.325,118.09,135.94
PED019099,ENT-00019099,2024-10-21,Lunes,2024-10-24,Jueves,PJ_537780,Bar,Bar La Casona Pallanchacra,P006,Coca-Cola 2L,PET,37,9.61,0.1,319.86,regalo,Plin,Ruta_11,CON001,entregado,Pasco,Pallanchacra,"(-10.613567, -76.288293)",75.7,15.4,1.2,2454.35,0.415,132.21,125.93
PED019100,ENT-00019100,2024-10-21,Lunes,2024-10-24,Jueves,PJ_305508,Bodega,Bodega Don Pedro Huancabamba,P001,Coca-Cola 500ml,PET,37,2.88,0.1,95.81,promo verano,contraentrega,Ruta_01,CON001,retrasado,Oxapampa,Huancabamba,"(-10.666377, -76.132077)",55.8,14.2,0.2,2690.73,0.269,132.79,124.56
PED019101,ENT-00019101,2024-10-21,Lunes,2024-10-24,Jueves,PJ_305508,Bodega,Bodega Don Pedro Huancabamba,P002,Inca Kola 500ml,vidrio,12,2.6,0.1,28.05,regalo,tarjeta débito,Ruta_01,CON001,retrasado,Oxapampa,Huancabamba,"(-10.695448, -76.123994)",66.0,3.5,1.0,4652.01,0.349,103.74,132.05
PED019102,ENT-00019102,2024-10-21,Lunes,2024-10-24,Jueves,PJ_305508,Bodega,Bodega Don Pedro Huancabamba,P004,Fanta 500ml,vidrio,25,2.3,0.25,43.1,regalo,efectivo,Ruta_01,CON001,entregado,Oxapampa,Huancabamba,"(-10.677953, -76.107714)",73.1,24.9,2.0,2517.73,0.499,126.35,117.23
PED019103,ENT-00019103,2024-10-21,Lunes,2024-10-24,Jueves,PJ_171720,Bodega,Bodega Santa Rosa Chacayán,P004,Fanta 500ml,vidrio,50,2.53,0.0,126.55,descuento por volumen,Yape,Ruta_11,CON001,entregado,Daniel Alcides Carrión,Chacayán,"(-10.575467, -76.112589)",65.5,6.5,1.0,2179.75,0.1,124.03,123.08
PED019104,ENT-00019104,2024-10-21,Lunes,2024-10-24,Jueves,PJ_171720,Bodega,Bodega Santa Rosa Chacayán,P008,Agua San Luis 1L,PET,50,2.78,0.05,131.9,ninguna,efectivo,Ruta_11,CON001,entregado,Daniel Alcides Carrión,Chacayán,"(-10.546468, -76.109015)",51.9,8.0,0.9,1849.98,0.463,129.86,116.36
PED019105,ENT-00019105,2024-10-21,Lunes,2024-10-24,Jueves,PJ_171720,Bodega,Bodega Santa Rosa Chacayán,P010,Fanta 2L,PET,37,7.87,0.2,233.04,promo verano,Yape,Ruta_11,CON001,retrasado,Daniel Alcides Carrión,Chacayán,"(-10.573366, -76.121278)",59.2,12.3,1.6,2219.91,0.497,123.7,121.89
PED019106,ENT-00019106,2024-10-21,Lunes,2024-10-24,Jueves,PJ_971888,Bodega,Bodega La Economía Vilcabamba,P003,Sprite 2L,PET,37,8.92,0.2,264.0,ninguna,efectivo,Ruta_15,CON005,entregado,Daniel Alcides Carrión,Vilcabamba,"(-10.639769, -76.101277)",44.9,21.4,0.8,2816.97,0.257,113.8,121.76
PED019107,ENT-00019107,2024-10-21,Lunes,2024-10-24,Jueves,PJ_971888,Bodega,Bodega La Economía Vilcabamba,P006,Coca-Cola 2L,PET,12,9.36,0.0,112.28,sin_promocion,transferencia,Ruta_15,CON005,entregado,Daniel Alcides Carrión,Vilcabamba,"(-10.625914, -76.126464)",46.0,8.6,0.9,3208.27,0.345,110.54,116.63
PED019108,ENT-00019108,2024-10-21,Lunes,2024-10-23,Miércoles,PN_828108,Persona Natural,Ligia Fuertes Andrés,P002,Inca Kola 500ml,vidrio,12,3.13,0.0,52.26,combo familiar,Yape,Ruta_01,SIN_CONDUCTOR,entregado,Oxapampa,Huancabamba,"(-10.688206, -76.183863)",59.2,11.9,0.2,3116.77,0.233,111.55,130.84
PED019109,ENT-00019109,2024-10-21,Lunes,2024-10-23,Miércoles,PN_828108,Persona Natural,Ligia Fuertes Andrés,P009,Sprite 500ml,vidrio,12,2.63,0.0,31.52,2x1,tarjeta débito,Ruta_01,CON001,entregado,Oxapampa,Huancabamba,"(-10.745515, -76.172259)",54.1,9.2,1.3,2015.54,0.347,153.94,144.34
PED019110,SIN_ENTREGA,2024-10-21,Lunes,2024-10-23,Miércoles,PN_381951,Persona Natural,Soraya Flores Salvador,P001,Coca-Cola 500ml,PET,12,2.31,0.05,26.33,descuento por volumen,Yape,Ruta_15,CON005,cancelado,Pasco,Ninacaca,"(-10.654273, -76.327313)",53.3,9.9,3.3,2204.92,0.391,145.62,131.65
PED019111,ENT-00019111,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_319896,Bodega,Bodega La Economía Vicco,P010,Fanta 2L,PET,12,8.73,0.05,99.51,2x1,tarjeta débito,Ruta_12,CON002,entregado,Pasco,Vicco,"(-10.676539, -76.307341)",60.6,7.6,1.4,2370.24,0.331,139.58,125.05
PED019112,ENT-00019112,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_319896,Bodega,Bodega La Economía Vicco,P003,Sprite 2L,PET,37,10.1,0.2,298.86,2x1,tarjeta débito,Ruta_12,CON002,entregado,Pasco,Vicco,"(-10.694962, -76.297729)",74.7,17.1,0.6,3921.11,0.347,140.4,119.29
PED019113,ENT-00019113,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_981786,Kiosko,Kiosko Luz Paucar,P004,Fanta 500ml,vidrio,25,2.35,0.0,58.81,descuento por volumen,Plin,Ruta_05,CON005,entregado,Daniel Alcides Carrión,Paucar,"(-10.452737, -76.369912)",49.4,13.3,4.7,2221.63,0.43,99.83,142.27
PED019114,ENT-00019114,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_981786,Kiosko,Kiosko Luz Paucar,P005,Agua San Luis 500ml,PET,6,2.0,0.0,11.99,regalo,transferencia, RUTA_X,CON005,entregado,Daniel Alcides Carrión,Paucar,"(-10.462742, -76.38145)",25.0,24.1,0.8,2088.84,0.396,151.24,131.66
PED019115,ENT-00019115,2024-10-21,Lunes,2024-10-24,Jueves,PJ_893094,Restaurante,Restaurante La Cabaña Pallanchacra,P002,Inca Kola 500ml,vidrio,37,2.8,0.2,82.79,descuento temporada,contraentrega,Ruta_11,CON001,entregado,Pasco,Pallanchacra,"(-10.622397, -76.28054)",52.8,19.5,1.7,2678.37,0.339,117.56,125.28
PED019116,ENT-00019116,2024-10-21,Lunes,2024-10-24,Jueves,PJ_893094,Restaurante,Restaurante La Cabaña Pallanchacra,P001,Coca-Cola 500ml,PET,75,2.6,0.0,195.31,promo verano,Plin,Ruta_11,CON001,entregado,Pasco,Pallanchacra,"(-10.636787, -76.284048)",51.5,9.0,5.8,2696.57,0.358,134.72,144.11
PED019117,ENT-00019117,2024-10-21,Lunes,2024-10-24,Jueves,PJ_893094,Restaurante,Restaurante La Cabaña Pallanchacra,P003,Sprite 2L,PET,75,10.13,0.1,683.48,descuento por volumen,Yape,Ruta_11,CON001,entregado,Pasco,Pallanchacra,"(-10.610753, -76.275666)",72.6,9.0,1.4,1182.33,0.231,137.4,111.04
PED019118,ENT-00019118,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_986366,Bodega,Bodega El Progreso Tinyahuarco,P005,Agua San Luis 500ml,PET,50,2.03,0.0,101.27,2x1,contraentrega,Ruta_23,CON003,entregado,Pasco,Tinyahuarco,"(-10.673097, -76.343174)",80.8,8.9,1.9,1085.94,0.158,133.27,116.08
PED019119,ENT-00019119,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_223213,Bodega,Bodega La Esperanza Tinyahuarco,P009,Sprite 500ml,vidrio,12,2.77,0.1,29.87,2x1,Yape,Ruta_23,CON003,entregado,Pasco,Tinyahuarco,"(-10.666538, -76.350964)",72.6,6.4,1.3,1573.95,0.233,131.91,132.51
PED019120,ENT-00019120,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_223213,Bodega,Bodega La Esperanza Tinyahuarco,P007,Inca Kola 2L,PET,25,10.02,0.15,212.82,descuento temporada,efectivo,Ruta_23,CON003,entregado,Pasco,Tinyahuarco,"(-10.663798, -76.354497)",57.2,4.5,2.6,1700.51,0.195,103.23,101.68
PED019121,ENT-00019121,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_223213,Bodega,Bodega La Esperanza Tinyahuarco,P008,Agua San Luis 1L,PET,12,2.35,0.0,28.21,sin_promocion,contraentrega,Ruta_23,CON003,entregado,Pasco,Tinyahuarco,"(-10.672849, -76.356059)",51.8,23.3,1.0,100000.0,0.362,131.51,123.34
PED019122,ENT-00019122,2024-10-21,Lunes,2024-10-24,Jueves,PN_496747,Persona Natural,Cristian Cordero Nuñez,P001,Coca-Cola 500ml,PET,2,2.3,0.1,4.13,sin_promocion,contraentrega,Ruta_16,CON006,entregado,Daniel Alcides Carrión,Santa Ana de Tusi,"(-10.512146, -76.02899)",63.4,6.7,1.1,2604.8,0.529,135.29,115.92
PED019123,ENT-00019123,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_280650,Restaurante,Restaurante Don Manuel Huachón,P010,Fanta 2L,PET,25,9.54,0.0,238.48,combo familiar,contraentrega,Ruta_10,CON010,entregado,Pasco,Huachón,"(-10.647881, -76.275204)",56.5,13.9,6.5,3213.03,0.351,93.79,108.35
PED019124,ENT-00019124,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_599146,Bar,Bar La Casona Tinyahuarco,P002,Inca Kola 500ml,vidrio,50,2.86,0.15,121.43,combo familiar,tarjeta crédito,Ruta_23,CON003,entregado,Pasco,Tinyahuarco,"(-10.674726, -76.356201)",70.9,12.6,1.5,1645.65,0.429,130.6,141.05
PED019125,ENT-00019125,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_599146,Bar,Bar La Casona Tinyahuarco,P003,Sprite 2L,PET,75,8.71,0.0,652.93,sin_promocion,contraentrega,Ruta_23,CON003,entregado,Pasco,Tinyahuarco,"(-10.672809, -76.344655)",72.4,10.9,1.3,3129.65,0.261,126.91,121.17
PED019126,ENT-00019126,2024-10-21,Lunes,2024-10-23,Miércoles,PJ_599146,Bar,Bar La Casona Tinyahuarco,P010,Fanta 2L,PET,75,8.57,0.1,578.34,ninguna,Plin,Ruta_23,CON003,entregado,Pasco,Tinyahuarco,"(-10.660594, -76.3566)",65.5,4.5,0.3,3625.55,0.475,122.94,136.78
PED019127,ENT-00019127,2024-10-21,Lunes,2024-10-23,Miércoles,PN_828511,Persona Natural,Leocadio Buendía Coello,P008,Agua San Luis 1L,PET,1,2.73,0.1,2.46,ninguna,contraentrega,Ruta_03,CON003,entregado,Oxapampa,Constitución,"(-10.583308, -76.391842)",67.0,23.8,5.2,3261.67,0.311,121.88,163.07
PED019128,ENT-00019128,2024-10-21,Lunes,2024-10-23,Miércoles,PN_828511,Persona Natural,Leocadio Buendía Coello,P003,Sprite 2L,PET,2,8.45,0.0,16.91,descuento temporada,Yape,Ruta_03,CON003,entregado,Oxapampa,Constitución,"(-10.572467, -76.383517)",76.7,13.6,1.2,1833.41,0.288,100.17,139.75
